Serial/Lot Number;Product;Ownership;Integration Source ID Account;Account;Location WM;Location;Warranty Start Date;Status;Región;Modelo 3
570030421;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2023-03-28;Installed;Barcelona;VP  
570030422;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2023-03-28;Installed;Barcelona;VP  
570030424;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2023-03-28;Installed;Barcelona;VP  
570030431;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030437;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030442;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030454;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030456;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030457;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030458;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030459;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030460;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030461;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030462;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030463;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-28;Installed;Barcelona;VP  
570030464;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030465;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030466;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030467;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030468;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030469;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030470;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030471;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030472;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030473;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030474;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030475;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030476;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030477;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570030478;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-10-26;Installed;Barcelona;VP  
570033629;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570033990;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570034051;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570034170;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570034246;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570034262;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570034269;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
570034391;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-08-13;Installed;Barcelona;VP  
V512601;999-603BDES - BD BG (BG323);BD;150176200-001;HOSPITAL CLINIC DE BARCELONA;150176200-003;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323
V512720;999-603BDES - BD BG (BG323);BD;150176200-001;HOSPITAL CLINIC DE BARCELONA;150176200-003;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323
V512956;999-603BDES - BD BG (BG323);BD;150176200-001;HOSPITAL CLINIC DE BARCELONA;150176200-003;HOSPITAL CLINIC DE BARCELONA;2021-01-21;Installed;Barcelona;323
V513037;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513071;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513075;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513081;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513082;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513083;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513085;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513088;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513089;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513092;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513098;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513100;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513108;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513115;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513123;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-28;Installed;Barcelona;323
V513208;999-603BDES - BD BG (BG323);BD;150176200-001;HOSPITAL CLINIC DE BARCELONA;150176200-003;HOSPITAL CLINIC DE BARCELONA;2021-02-01;Installed;Barcelona;323
V513221;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-01-21;Installed;Barcelona;323
V516762;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2022-04-01;Installed;Barcelona;323
V531966;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531967;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531968;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531969;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531970;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531971;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531972;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531973;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531974;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531975;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2024-09-24;Installed;Barcelona;323
V531976;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531977;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531978;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531979;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531980;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531981;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531982;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531983;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531984;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531985;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531986;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531987;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531988;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531989;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531990;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531991;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531992;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V531993;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V532006;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-07;Installed;Barcelona;323
V532007;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532008;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-18;Installed;Barcelona;323
V532009;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-18;Installed;Barcelona;323
V532010;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-18;Installed;Barcelona;323
V532011;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532012;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532013;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532014;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532015;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532016;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532017;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532018;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532019;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532020;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532021;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V532022;999-603BDES - BD BG (BG323);BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2025-04-15;Installed;Barcelona;323
V119649;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V119756;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V119952;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V120198;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V120307;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V120455;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V124154;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2019-03-21;Installed;Barcelona;323 CV
V132562;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V134956;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V134985;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V134999;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135151;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135163;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135181;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135208;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135243;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135270;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135273;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-23;Installed;Barcelona;323 CV
V135284;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135290;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135317;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V135400;999-603ES - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2020-03-17;Installed;Barcelona;323 CV
V511582;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511610;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511627;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511636;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511638;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511661;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511662;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511665;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511678;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
V511690;999-603NL - BG323CV 3rd edition;BD;150176200-121;HOSPITAL CLINIC DE BARCELONA;150176200-127;HOSPITAL CLINIC DE BARCELONA;2021-03-23;Installed;Barcelona;323 CV
