Serial/Lot Number;Product;Ownership;Integration Source ID Account;Account;Location WM;Location;Warranty Start Date;Status;Región;Modelo 3
V101957;999-620ES - BG575 Color Vision IV PCA;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;575 CV
V101982;999-620ES - BG575 Color Vision IV PCA;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;575 CV
V101991;999-620ES - BG575 Color Vision IV PCA;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;575 CV
V101999;999-620ES - BG575 Color Vision IV PCA;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;575 CV
V101998;999-680ES - BG545 Color Vision Epidural;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;545 CV
V102021;999-680ES - BG545 Color Vision Epidural;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;545 CV
V102024;999-680ES - BG545 Color Vision Epidural;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;545 CV
V102035;999-680ES - BG545 Color Vision Epidural;BD;150004543-001;CLINICA NTRA.SRA.DEL REMEDIO;150004543-002;CLINICA NTRA.SRA.DEL REMEDIO;2015-06-17;Inactive;Barcelona;545 CV
372138378;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-078;CM SABADELL;2025-05-07;Installed;Barcelona;CC  
372138396;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-078;CM SABADELL;2025-05-07;Installed;Barcelona;CC  
372138460;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-078;CM SABADELL;2025-05-07;Installed;Barcelona;CC  
372139099;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-078;CM SABADELL;2025-05-07;Installed;Barcelona;CC  
410025124;GPNEXUS1 - BD ALARIS NEXUS GP;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-078;CM SABADELL;2024-07-11;Installed;Barcelona;GP 
410025162;GPNEXUS1 - BD ALARIS NEXUS GP;BD;150003165-001;SANITAS S.A. DE HOSPITALES;150003165-078;CM SABADELL;2024-07-11;Installed;Barcelona;GP 
135111581;8002ENT01 - ALARIS ENTERAL;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2012-05-02;Inactive;Barcelona;Enteral
135111582;8002ENT01 - ALARIS ENTERAL;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2012-05-02;Inactive;Barcelona;Enteral
135111596;8002ENT01 - ALARIS ENTERAL;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2012-05-02;Inactive;Barcelona;Enteral
135147632;8003MED01-G - ALARIS CC PLUS WITH GUARDRAILS;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2013-02-14;Inactive;Barcelona;CC  
800339475;8003MED01-G-EOL - ALARIS CC PLUS WITH GUARDRAILS - End Of Life;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2010-04-19;Inactive;Barcelona;CC  
370002127;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2016-02-11;Installed;Barcelona;CC  
370005246;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2016-11-07;Installed;Barcelona;CC  
370007639;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2017-04-05;Installed;Barcelona;CC  
370011525;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2017-09-24;Installed;Barcelona;CC  
370011805;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2017-10-08;Installed;Barcelona;CC  
370024361;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-23;Installed;Barcelona;CC  
370024376;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-23;Installed;Barcelona;CC  
370025541;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-23;Installed;Barcelona;CC  
370028381;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-22;Installed;Barcelona;CC  
370028384;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-22;Installed;Barcelona;CC  
370028386;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-22;Installed;Barcelona;CC  
370028388;8003TIG01-G - Alaris CC Plus Guardrails Syringe Pump;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-08-22;Installed;Barcelona;CC  
370030214;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-11-06;Installed;Barcelona;CC  
370030244;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2018-11-06;Installed;Barcelona;CC  
372068397;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068509;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068523;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068541;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068547;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068727;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068730;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068731;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068733;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068734;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372068736;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-21;Installed;Barcelona;CC  
372069356;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372069476;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372069627;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372069810;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372070133;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372070139;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372070142;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372070144;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372070148;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372070149;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372071715;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372071717;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372071718;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372071719;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073387;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073390;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073395;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073397;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073398;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073399;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073400;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073401;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073402;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073403;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073405;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073406;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073777;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073778;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073779;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372073780;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-09-25;Installed;Barcelona;CC  
372081257;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2020-11-07;Installed;Barcelona;CC  
372112308;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112309;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112311;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112313;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112316;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112319;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112340;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112343;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112355;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112356;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112357;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112358;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112362;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112368;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112373;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112383;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
372112390;8003TIG03-G - ALARIS CC-G PLUS SYRINGE PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2023-02-10;Installed;Barcelona;CC  
135054833;80203UNS01-50 - ALARIS GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054834;80203UNS01-50 - ALARIS GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054835;80203UNS01-50 - ALARIS GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054836;80203UNS01-50 - ALARIS GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054426;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054427;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054428;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054429;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Inactive;Barcelona;AGW
135054430;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054431;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054432;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054433;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054434;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054435;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054436;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054437;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135054438;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2011-06-02;Installed;Barcelona;AGW
135189909;80203UNS03-30 - ALARIS® GATEWAY WORKSTATION;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2013-12-13;Inactive;Barcelona;AGW
135317535;80283UNS00-40 - ALARIS DOCKING STATION 4x0;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2015-07-02;Inactive;Barcelona;DS
135317540;80283UNS00-40 - ALARIS DOCKING STATION 4x0;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2015-07-02;Inactive;Barcelona;DS
135317542;80283UNS00-40 - ALARIS DOCKING STATION 4x0;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2015-07-02;Inactive;Barcelona;DS
135317544;80283UNS00-40 - ALARIS DOCKING STATION 4x0;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2015-07-02;Inactive;Barcelona;DS
135382908;80283UNS00-40 - ALARIS DOCKING STATION 4x0;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2016-06-01;Inactive;Barcelona;DS
570025564;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-02-08;Installed;Barcelona;VP  
570025572;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-02-08;Installed;Barcelona;VP  
570025630;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-02-08;Installed;Barcelona;VP  
570025642;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-02-08;Installed;Barcelona;VP  
570026124;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-01-29;Installed;Barcelona;VP  
570026126;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-01-29;Installed;Barcelona;VP  
570026130;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-01-29;Installed;Barcelona;VP  
570026133;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-01-29;Installed;Barcelona;VP  
570026134;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-01-29;Installed;Barcelona;VP  
570026135;9003TIG03-G - ALARIS VP PLUS GUARDRAILS PUMP;BD;150001522-001;CONSORCI SANITARI DE TERRASSA;150001522-004;CONSORCI SANITARI DE TERRASSA;2021-01-29;Installed;Barcelona;VP  
